Packet number,Gyroscope X (deg/s),Gyroscope Y(deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
0,-0.00,0.00,0.01,0.09,-0.17,9.79,0,0,0
1,-0.00,0.00,0.01,0.09,-0.16,9.79,0,0,0
2,-0.00,0.00,0.01,0.08,-0.14,9.80,0,0,0
3,-0.00,0.00,0.01,0.08,-0.13,9.80,0,0,0
4,-0.00,0.01,0.01,0.06,-0.11,9.81,0,0,0
5,-0.01,0.01,0.00,0.05,-0.11,9.80,0,0,0
6,-0.01,0.01,0.00,0.04,-0.10,9.79,0,0,0
7,-0.01,0.01,0.00,0.02,-0.10,9.79,0,0,0
8,-0.01,0.00,0.00,0.02,-0.11,9.79,0,0,0
9,-0.01,0.00,0.00,0.01,-0.13,9.78,0,0,0
10,-0.01,0.00,0.01,0.01,-0.15,9.76,0,0,0
11,-0.01,0.00,0.01,-0.00,-0.17,9.75,0,0,0
12,-0.01,0.00,0.01,-0.01,-0.18,9.73,0,0,0
13,-0.01,0.00,0.01,0.01,-0.21,9.71,0,0,0
14,-0.01,-0.00,0.02,0.02,-0.24,9.68,0,0,0
15,-0.01,-0.00,0.03,0.00,-0.30,9.69,0,0,0
16,-0.01,-0.00,0.02,0.03,-0.34,9.68,0,0,0
17,-0.00,0.00,0.00,0.01,-0.28,9.72,0,0,0
18,0.00,0.01,-0.01,0.02,-0.26,9.73,0,0,0
19,0.00,0.01,-0.02,-0.01,-0.18,9.73,0,0,0
20,0.00,0.01,-0.05,-0.04,-0.12,9.80,0,0,0
21,0.00,0.01,-0.06,-0.03,-0.09,9.79,0,0,0
22,-0.00,0.01,-0.07,-0.01,-0.09,9.80,0,0,0
23,-0.01,0.01,-0.07,0.03,-0.13,9.81,0,0,0
24,-0.01,0.01,-0.06,0.05,-0.18,9.76,0,0,0
25,-0.01,0.01,-0.03,0.06,-0.24,9.70,0,0,0
26,-0.00,0.00,0.00,0.06,-0.25,9.70,0,0,0
27,0.00,0.00,0.01,0.05,-0.22,9.73,0,0,0
28,0.00,0.00,0.01,0.03,-0.17,9.76,0,0,0
29,0.00,-0.00,-0.01,0.02,-0.13,9.80,0,0,0
30,0.00,-0.00,-0.01,0.00,-0.12,9.78,0,0,0
31,-0.00,-0.01,-0.01,-0.01,-0.12,9.79,0,0,0
32,-0.00,-0.01,0.00,0.01,-0.14,9.75,0,0,0
33,-0.01,-0.01,0.02,0.05,-0.17,9.71,0,0,0
34,-0.01,-0.01,0.04,0.06,-0.25,9.72,0,0,0
35,-0.00,-0.00,0.05,0.07,-0.25,9.71,0,0,0
36,-0.00,-0.00,0.04,0.01,-0.27,9.74,0,0,0
37,0.00,0.00,0.01,-0.03,-0.16,9.78,0,0,0
38,0.00,0.00,-0.01,-0.02,-0.13,9.78,0,0,0
39,0.00,0.01,-0.02,-0.04,-0.11,9.80,0,0,0
40,0.00,0.01,-0.04,-0.01,-0.13,9.79,0,0,0
41,-0.00,0.01,-0.05,0.01,-0.20,9.73,0,0,0
42,-0.00,0.01,-0.04,0.03,-0.25,9.73,0,0,0
43,-0.00,0.00,-0.03,0.04,-0.27,9.69,0,0,0
44,0.00,0.00,-0.02,0.03,-0.24,9.70,0,0,0
45,0.01,-0.00,-0.01,0.02,-0.24,9.72,0,0,0
46,0.01,-0.00,-0.01,0.02,-0.21,9.74,0,0,0
47,0.01,-0.00,-0.00,0.00,-0.18,9.76,0,0,0
48,0.01,-0.00,0.00,0.00,-0.11,9.81,0,0,0
49,0.01,-0.00,0.00,0.01,-0.09,9.81,0,0,0
50,0.00,-0.01,0.00,0.03,-0.06,9.81,0,0,0
51,-0.01,-0.01,0.01,0.04,-0.10,9.75,0,0,0
52,-0.01,-0.01,0.02,0.05,-0.21,9.74,0,0,0
53,-0.00,-0.00,0.02,0.08,-0.26,9.70,0,0,0
54,0.00,-0.00,0.00,0.09,-0.25,9.71,0,0,0
55,0.00,-0.00,-0.00,0.07,-0.23,9.70,0,0,0
56,0.01,-0.00,-0.02,0.05,-0.21,9.74,0,0,0
57,0.01,-0.00,-0.02,0.04,-0.18,9.78,0,0,0
58,0.01,-0.00,-0.02,0.01,-0.14,9.78,0,0,0
59,0.01,0.00,-0.02,0.02,-0.14,9.78,0,0,0
60,0.00,0.00,-0.01,0.02,-0.11,9.79,0,0,0
61,-0.00,0.00,-0.00,0.00,-0.14,9.80,0,0,0
62,-0.00,0.00,0.01,-0.03,-0.16,9.80,0,0,0
63,-0.00,-0.00,0.03,-0.01,-0.18,9.77,0,0,0
64,-0.00,-0.00,0.03,-0.00,-0.22,9.75,0,0,0
65,-0.00,-0.00,0.03,0.01,-0.23,9.74,0,0,0
66,0.00,-0.00,0.02,0.02,-0.22,9.75,0,0,0
67,0.00,-0.00,0.01,0.02,-0.20,9.77,0,0,0
68,0.00,0.00,-0.01,0.04,-0.19,9.74,0,0,0
69,0.00,0.00,-0.02,0.04,-0.17,9.76,0,0,0
70,0.00,0.00,-0.02,0.02,-0.18,9.75,0,0,0
71,0.00,0.00,-0.02,0.04,-0.14,9.74,0,0,0
72,0.00,0.00,-0.02,0.07,-0.16,9.76,0,0,0
73,-0.00,0.00,-0.01,0.05,-0.17,9.77,0,0,0
74,-0.00,0.00,-0.00,0.05,-0.16,9.75,0,0,0
75,-0.00,0.00,0.01,0.05,-0.17,9.74,0,0,0
76,-0.00,0.00,0.01,-0.01,-0.18,9.76,0,0,0
77,-0.00,0.00,0.02,-0.04,-0.19,9.71,0,0,0
78,-0.00,-0.00,0.03,-0.04,-0.19,9.77,0,0,0
79,-0.00,-0.00,0.03,-0.00,-0.19,9.75,0,0,0
80,0.00,0.00,0.02,0.06,-0.20,9.76,0,0,0
81,0.00,0.00,0.01,0.04,-0.21,9.77,0,0,0
82,0.00,0.00,0.01,0.06,-0.21,9.76,0,0,0
83,0.00,0.00,-0.00,0.03,-0.21,9.72,0,0,0
84,0.00,0.00,-0.01,0.04,-0.18,9.74,0,0,0
85,-0.00,0.00,-0.02,0.04,-0.15,9.74,0,0,0
86,-0.00,0.01,-0.04,0.06,-0.13,9.73,0,0,0
87,-0.00,0.01,-0.04,0.05,-0.13,9.72,0,0,0
88,0.00,0.01,-0.02,-0.00,-0.21,9.72,0,0,0
89,0.00,0.00,0.01,-0.01,-0.16,9.75,0,0,0
90,-0.00,-0.00,0.02,-0.02,-0.15,9.76,0,0,0
91,-0.00,-0.00,0.02,-0.01,-0.13,9.75,0,0,0
92,-0.00,-0.00,0.02,0.00,-0.17,9.76,0,0,0
93,-0.00,-0.00,0.01,0.02,-0.16,9.76,0,0,0
94,-0.01,-0.00,0.00,0.06,-0.17,9.73,0,0,0
95,-0.00,0.00,-0.01,0.08,-0.20,9.70,0,0,0
96,-0.00,0.00,-0.02,0.10,-0.23,9.71,0,0,0
97,-0.00,0.00,-0.02,0.09,-0.18,9.72,0,0,0
98,-0.00,0.00,-0.01,0.07,-0.16,9.74,0,0,0
99,0.00,0.01,0.01,-0.03,-0.14,9.80,0,0,0
100,0.00,0.00,0.02,-0.03,-0.15,9.78,0,0,0
101,0.00,-0.00,0.03,-0.04,-0.15,9.77,0,0,0
102,0.00,-0.01,0.04,-0.04,-0.16,9.79,0,0,0
103,-0.00,-0.01,0.05,-0.03,-0.17,9.76,0,0,0
104,-0.00,-0.01,0.05,-0.02,-0.17,9.75,0,0,0
105,-0.00,-0.01,0.04,0.00,-0.15,9.75,0,0,0
106,0.00,-0.00,0.02,0.04,-0.16,9.76,0,0,0
107,-0.00,0.00,0.01,0.03,-0.19,9.76,0,0,0
108,-0.00,0.00,0.01,0.03,-0.17,9.78,0,0,0
109,-0.00,-0.00,-0.00,0.03,-0.16,9.74,0,0,0
110,-0.00,0.00,-0.02,0.04,-0.14,9.77,0,0,0
111,-0.00,0.00,-0.04,0.06,-0.15,9.74,0,0,0
112,-0.01,0.01,-0.05,0.07,-0.16,9.78,0,0,0
113,-0.00,0.01,-0.04,0.04,-0.21,9.75,0,0,0
114,-0.00,0.01,-0.03,0.03,-0.21,9.72,0,0,0
115,-0.00,-0.00,-0.00,-0.03,-0.18,9.76,0,0,0
116,-0.00,-0.01,0.02,-0.01,-0.16,9.75,0,0,0
117,-0.00,-0.01,0.03,0.00,-0.15,9.78,0,0,0
118,-0.01,-0.01,0.03,0.00,-0.12,9.79,0,0,0
119,-0.01,-0.01,0.03,0.03,-0.14,9.76,0,0,0
120,-0.01,-0.00,0.02,0.08,-0.17,9.71,0,0,0
121,0.00,0.01,-0.02,0.04,-0.20,9.78,0,0,0
122,0.00,0.01,-0.03,0.01,-0.18,9.77,0,0,0
123,0.00,0.00,-0.02,-0.01,-0.15,9.73,0,0,0
124,0.00,-0.00,-0.01,-0.01,-0.18,9.74,0,0,0
125,0.00,0.00,-0.00,-0.01,-0.18,9.76,0,0,0
126,-0.00,-0.00,0.01,-0.00,-0.18,9.75,0,0,0
127,-0.00,-0.00,0.02,-0.00,-0.18,9.76,0,0,0
128,-0.00,0.00,0.02,0.02,-0.18,9.77,0,0,0
129,-0.00,0.00,0.01,0.01,-0.17,9.76,0,0,0
130,-0.00,0.00,0.00,0.01,-0.17,9.80,0,0,0
131,-0.00,0.01,-0.01,-0.01,-0.15,9.77,0,0,0
132,-0.00,0.01,-0.01,0.01,-0.20,9.75,0,0,0
133,0.00,0.01,-0.01,0.01,-0.19,9.73,0,0,0
134,-0.00,0.01,-0.02,0.04,-0.21,9.74,0,0,0
135,0.00,0.01,-0.03,0.05,-0.18,9.77,0,0,0
136,0.00,0.01,-0.03,0.05,-0.16,9.75,0,0,0
137,-0.00,0.01,-0.03,0.05,-0.15,9.76,0,0,0
138,-0.00,0.01,-0.03,0.04,-0.13,9.75,0,0,0
139,-0.00,0.01,-0.02,0.03,-0.14,9.76,0,0,0
140,-0.00,0.00,-0.00,-0.01,-0.17,9.75,0,0,0
141,-0.00,-0.00,0.02,-0.02,-0.18,9.74,0,0,0
142,-0.00,-0.00,0.02,0.00,-0.18,9.73,0,0,0
143,-0.00,-0.01,0.03,0.01,-0.17,9.76,0,0,0
144,-0.00,-0.00,0.02,0.03,-0.17,9.76,0,0,0
145,-0.00,-0.00,0.01,0.04,-0.17,9.76,0,0,0
146,-0.00,-0.00,0.00,0.05,-0.15,9.74,0,0,0
147,-0.00,0.00,-0.00,0.03,-0.17,9.76,0,0,0
148,-0.00,0.00,-0.00,0.03,-0.19,9.76,0,0,0
149,-0.00,0.00,0.00,0.00,-0.17,9.74,0,0,0
150,-0.00,0.00,0.01,-0.01,-0.18,9.75,0,0,0
151,-0.00,-0.00,0.01,0.02,-0.17,9.76,0,0,0
152,-0.00,-0.00,0.01,-0.00,-0.18,9.74,0,0,0
153,-0.00,-0.00,0.01,-0.01,-0.17,9.74,0,0,0
154,-0.00,-0.00,0.02,0.02,-0.20,9.76,0,0,0
155,-0.00,-0.01,0.02,0.03,-0.19,9.76,0,0,0
156,-0.00,-0.00,0.01,0.05,-0.20,9.74,0,0,0
157,-0.00,0.00,0.01,0.06,-0.19,9.73,0,0,0
158,-0.00,0.00,-0.00,0.05,-0.20,9.75,0,0,0
159,-0.00,0.00,-0.01,0.06,-0.17,9.75,0,0,0
160,-0.00,0.01,-0.02,0.03,-0.17,9.77,0,0,0
161,-0.00,0.01,-0.02,0.03,-0.15,9.78,0,0,0
162,-0.00,0.00,-0.02,0.02,-0.16,9.75,0,0,0
163,-0.00,0.00,-0.01,0.02,-0.17,9.75,0,0,0
164,-0.00,0.00,-0.00,0.01,-0.17,9.74,0,0,0
165,-0.00,-0.00,0.00,0.01,-0.17,9.73,0,0,0
166,-0.00,-0.00,0.01,0.02,-0.18,9.75,0,0,0
167,-0.00,0.00,0.00,0.03,-0.17,9.77,0,0,0
168,-0.00,0.00,-0.00,0.02,-0.18,9.75,0,0,0
169,-0.00,0.00,-0.00,0.01,-0.18,9.80,0,0,0
170,-0.00,0.00,-0.00,0.02,-0.17,9.78,0,0,0
171,-0.00,0.00,0.00,0.03,-0.17,9.77,0,0,0
172,-0.00,0.00,0.01,0.02,-0.15,9.75,0,0,0
173,-0.00,0.00,0.01,0.02,-0.16,9.77,0,0,0
174,-0.00,0.00,0.01,0.02,-0.17,9.77,0,0,0
175,-0.00,0.00,0.01,0.01,-0.16,9.74,0,0,0
176,-0.00,-0.00,0.01,0.02,-0.18,9.76,0,0,0
177,-0.00,-0.00,-0.00,0.03,-0.21,9.76,0,0,0
178,-0.00,-0.00,-0.01,0.04,-0.20,9.76,0,0,0
179,-0.00,0.00,-0.02,0.04,-0.17,9.79,0,0,0
180,0.00,0.00,-0.03,0.04,-0.15,9.78,0,0,0
181,0.00,-0.00,-0.02,0.01,-0.17,9.77,0,0,0
182,-0.00,-0.00,-0.01,-0.00,-0.14,9.79,0,0,0
183,-0.00,-0.01,0.01,-0.00,-0.17,9.75,0,0,0
184,-0.01,-0.01,0.02,-0.00,-0.16,9.74,0,0,0
185,-0.01,-0.01,0.03,0.02,-0.17,9.75,0,0,0
186,-0.00,-0.01,0.04,0.03,-0.17,9.74,0,0,0
187,-0.00,0.01,-0.02,0.02,-0.18,9.74,0,0,0
188,-0.00,0.00,-0.01,-0.01,-0.14,9.77,0,0,0
189,-0.00,-0.00,-0.00,-0.00,-0.14,9.78,0,0,0
190,-0.00,-0.00,0.00,0.02,-0.15,9.75,0,0,0
191,-0.00,-0.00,0.01,0.05,-0.19,9.77,0,0,0
192,-0.00,-0.00,0.01,0.06,-0.18,9.76,0,0,0
193,-0.00,0.00,0.01,0.04,-0.19,9.76,0,0,0
194,-0.00,0.00,0.01,0.04,-0.17,9.74,0,0,0
195,-0.00,0.00,0.01,0.03,-0.17,9.74,0,0,0
196,-0.00,-0.00,0.00,0.02,-0.18,9.73,0,0,0
197,-0.00,0.00,-0.00,0.02,-0.20,9.74,0,0,0
198,0.00,0.00,-0.01,0.04,-0.18,9.75,0,0,0
199,0.00,0.01,-0.02,0.03,-0.17,9.72,0,0,0
200,0.00,0.01,-0.01,0.05,-0.17,9.74,0,0,0
201,0.00,0.01,-0.01,0.05,-0.17,9.74,0,0,0
202,-0.00,0.00,-0.01,0.02,-0.19,9.74,0,0,0
203,-0.00,0.00,-0.01,0.03,-0.17,9.74,0,0,0
204,-0.00,0.00,-0.00,0.04,-0.17,9.75,0,0,0
205,-0.00,0.00,0.00,0.02,-0.19,9.76,0,0,0
206,-0.00,0.00,0.00,0.03,-0.19,9.76,0,0,0
207,-0.00,0.00,0.01,0.00,-0.18,9.74,0,0,0
208,-0.00,0.00,0.01,0.02,-0.19,9.76,0,0,0
209,-0.00,0.00,0.01,0.02,-0.18,9.76,0,0,0
210,-0.00,-0.00,0.01,0.03,-0.17,9.74,0,0,0
211,-0.00,0.00,0.00,0.01,-0.19,9.76,0,0,0
212,-0.00,0.00,-0.00,0.02,-0.17,9.78,0,0,0
213,0.00,0.00,-0.01,0.02,-0.18,9.78,0,0,0
214,0.00,0.00,-0.01,0.04,-0.16,9.76,0,0,0
215,0.00,0.00,-0.01,0.04,-0.16,9.77,0,0,0
216,-0.00,0.00,-0.01,0.03,-0.17,9.77,0,0,0
217,-0.00,0.00,-0.01,0.03,-0.17,9.74,0,0,0
218,-0.00,0.00,-0.01,0.03,-0.17,9.77,0,0,0
219,-0.00,0.00,-0.01,0.03,-0.16,9.79,0,0,0
220,0.00,0.00,-0.00,0.02,-0.15,9.74,0,0,0
221,0.00,0.00,-0.00,0.03,-0.15,9.78,0,0,0
222,-0.00,-0.00,0.01,0.02,-0.16,9.77,0,0,0
223,-0.00,-0.00,0.01,0.03,-0.16,9.76,0,0,0
224,-0.00,-0.00,0.01,0.02,-0.15,9.76,0,0,0
225,-0.00,-0.00,0.01,0.02,-0.17,9.76,0,0,0
226,-0.00,-0.00,0.01,0.02,-0.19,9.74,0,0,0
227,-0.00,-0.00,0.01,0.03,-0.18,9.74,0,0,0
228,-0.00,-0.00,0.00,0.02,-0.18,9.73,0,0,0
229,0.00,0.00,-0.00,0.02,-0.17,9.73,0,0,0
230,0.00,0.00,-0.00,0.03,-0.16,9.73,0,0,0
231,-0.00,0.00,-0.00,0.01,-0.18,9.76,0,0,0
232,-0.00,-0.00,-0.01,0.02,-0.17,9.74,0,0,0
233,-0.00,-0.00,-0.01,0.03,-0.17,9.76,0,0,0
