Packet number,Gyroscope X (deg/s),Gyroscope Y(deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
0,0.00,-0.00,-0.00,0.01,-0.06,9.87,0,0,0
1,0.00,-0.00,-0.00,0.01,-0.03,9.81,0,0,0
2,-0.00,0.00,-0.00,0.03,-0.06,9.79,0,0,0
3,0.00,0.00,-0.00,0.05,-0.01,9.76,0,0,0
4,0.00,0.00,-0.00,0.05,0.00,9.79,0,0,0
5,0.00,0.00,-0.00,0.06,-0.00,9.83,0,0,0
6,-0.00,0.00,-0.00,0.07,-0.07,9.83,0,0,0
7,0.00,0.00,-0.00,0.01,-0.03,9.84,0,0,0
8,0.00,0.00,-0.00,0.02,-0.02,9.79,0,0,0
9,-0.00,0.00,-0.00,0.04,-0.05,9.74,0,0,0
10,0.00,-0.00,-0.00,0.07,-0.11,9.79,0,0,0
11,0.00,0.00,-0.00,0.08,-0.02,9.86,0,0,0
12,-0.00,-0.00,-0.00,0.05,-0.07,9.83,0,0,0
13,-0.00,0.00,-0.00,0.05,-0.05,9.78,0,0,0
14,0.00,0.00,-0.00,-0.00,-0.06,9.74,0,0,0
15,0.00,0.00,-0.00,0.09,-0.02,9.86,0,0,0
16,-0.00,-0.00,-0.00,0.01,-0.09,9.81,0,0,0
17,0.00,-0.00,-0.00,0.07,-0.04,9.87,0,0,0
18,0.00,0.00,-0.00,0.00,-0.05,9.78,0,0,0
19,-0.00,0.00,-0.00,0.08,-0.05,9.83,0,0,0
20,0.00,0.00,-0.00,0.03,-0.07,9.89,0,0,0
21,-0.00,0.00,-0.00,0.08,-0.08,9.84,0,0,0
22,0.00,0.00,-0.00,0.03,-0.01,9.82,0,0,0
23,-0.00,0.01,0.00,0.06,-0.00,9.81,0,0,0
24,-0.00,-0.00,-0.00,0.06,-0.04,9.74,0,0,0
25,-0.00,0.00,-0.00,0.04,-0.00,9.85,0,0,0
26,0.00,0.00,-0.00,0.07,-0.03,9.80,0,0,0
27,0.00,0.00,-0.00,0.08,-0.04,9.79,0,0,0
28,-0.00,-0.00,-0.00,0.09,-0.05,9.84,0,0,0
29,0.00,0.00,-0.00,0.04,-0.02,9.77,0,0,0
30,0.00,0.00,-0.00,0.06,-0.05,9.84,0,0,0
31,0.00,0.00,-0.00,0.07,-0.01,9.78,0,0,0
32,0.00,0.00,0.00,0.02,-0.00,9.83,0,0,0
33,-0.00,-0.00,-0.00,0.03,-0.03,9.86,0,0,0
34,0.00,-0.00,-0.00,0.07,-0.05,9.86,0,0,0
35,0.00,0.00,-0.00,0.10,-0.04,9.83,0,0,0
36,0.00,-0.00,-0.01,0.06,0.02,9.82,0,0,0
37,-0.00,0.01,-0.00,0.11,0.00,9.83,0,0,0
38,-0.00,0.00,-0.00,0.06,-0.11,9.87,0,0,0
39,0.00,0.00,-0.00,0.06,-0.04,9.86,0,0,0
40,0.00,-0.00,0.00,0.06,-0.04,9.78,0,0,0
41,0.00,0.00,-0.00,0.09,-0.04,9.75,0,0,0
42,-0.00,0.00,-0.00,0.10,-0.02,9.84,0,0,0
43,0.00,0.00,-0.00,0.02,-0.03,9.82,0,0,0
44,0.00,0.00,-0.00,0.05,-0.03,9.80,0,0,0
45,0.00,0.00,-0.00,0.09,-0.02,9.76,0,0,0
46,0.00,0.00,-0.00,0.06,-0.07,9.78,0,0,0
47,0.00,0.00,-0.00,-0.01,-0.07,9.84,0,0,0
48,0.00,0.00,-0.00,0.03,-0.06,9.77,0,0,0
49,-0.00,0.00,-0.00,0.04,-0.03,9.81,0,0,0
50,0.00,0.00,-0.00,0.11,-0.06,9.83,0,0,0
51,-0.00,0.00,-0.00,0.10,-0.06,9.81,0,0,0
52,-0.00,0.00,-0.00,0.05,-0.05,9.91,0,0,0
53,0.00,0.00,-0.00,0.07,-0.01,9.81,0,0,0
54,-0.00,0.00,-0.00,0.07,-0.01,9.87,0,0,0
55,-0.00,0.00,-0.00,0.07,-0.04,9.76,0,0,0
56,0.00,0.00,-0.00,-0.00,-0.04,9.89,0,0,0
57,-0.00,0.00,-0.00,0.07,-0.07,9.83,0,0,0
58,-0.00,0.01,-0.00,0.03,-0.06,9.84,0,0,0
59,0.00,0.00,-0.00,0.08,-0.08,9.79,0,0,0
60,0.00,0.00,-0.00,0.09,-0.04,9.77,0,0,0
61,0.00,0.00,-0.00,0.09,-0.02,9.87,0,0,0
62,0.00,-0.00,-0.00,0.11,-0.01,9.81,0,0,0
63,0.00,0.00,-0.00,0.07,-0.03,9.84,0,0,0
64,0.00,0.00,-0.00,0.08,-0.07,9.86,0,0,0
65,-0.00,0.00,-0.00,0.11,-0.05,9.79,0,0,0
66,0.00,0.00,-0.00,0.09,-0.06,9.75,0,0,0
67,-0.00,-0.00,-0.00,0.07,0.03,9.84,0,0,0
68,0.00,0.00,0.00,0.09,-0.07,9.84,0,0,0
69,0.00,0.00,-0.00,0.03,-0.08,9.82,0,0,0
70,0.00,0.00,-0.00,0.04,-0.05,9.83,0,0,0
71,-0.00,0.00,-0.00,0.02,-0.04,9.83,0,0,0
72,-0.00,0.00,-0.00,0.09,-0.02,9.88,0,0,0
73,0.00,0.00,-0.00,0.09,-0.03,9.83,0,0,0
74,-0.00,0.00,-0.00,0.07,-0.02,9.81,0,0,0
75,-0.00,-0.00,-0.00,0.06,-0.05,9.87,0,0,0
76,-0.00,0.00,0.00,0.06,-0.03,9.79,0,0,0
77,0.00,0.00,-0.00,0.07,-0.06,9.79,0,0,0
78,0.00,0.00,-0.00,0.01,-0.03,9.79,0,0,0
79,0.00,0.00,-0.00,0.04,-0.06,9.81,0,0,0
80,0.00,0.00,-0.00,0.05,-0.07,9.75,0,0,0
81,0.00,0.00,-0.00,0.03,-0.03,9.88,0,0,0
82,-0.00,-0.00,-0.00,0.09,-0.05,9.84,0,0,0
83,-0.00,0.00,-0.00,0.07,-0.09,9.78,0,0,0
84,0.00,0.00,-0.00,0.06,-0.03,9.77,0,0,0
85,-0.00,0.00,-0.00,0.03,-0.02,9.73,0,0,0
86,0.00,-0.00,-0.00,0.08,-0.02,9.82,0,0,0
87,0.00,0.00,-0.00,-0.00,0.00,9.78,0,0,0
88,0.00,0.00,-0.00,0.05,-0.01,9.87,0,0,0
89,0.00,0.00,-0.00,0.07,-0.03,9.80,0,0,0
90,0.00,0.00,-0.00,0.02,-0.03,9.74,0,0,0
91,0.00,0.00,0.00,0.06,-0.05,9.80,0,0,0
92,0.00,-0.00,0.00,0.10,-0.06,9.77,0,0,0
93,0.00,0.00,-0.00,-0.00,-0.03,9.75,0,0,0
94,-0.00,0.00,-0.00,0.06,-0.01,9.81,0,0,0
95,0.00,0.00,-0.00,0.02,-0.02,9.84,0,0,0
96,-0.00,0.00,-0.00,0.06,-0.03,9.86,0,0,0
97,0.00,0.00,-0.00,0.05,-0.06,9.78,0,0,0
98,0.00,0.00,0.00,0.06,-0.06,9.77,0,0,0
99,-0.00,0.00,0.00,0.03,-0.05,9.81,0,0,0
